"game_decision","points","field_goals","field_goal_attempts","field_goal_percentage","X3pointers","X3pointer_attempts","X3pointer_percentage","free_throws","free_throw_attempts","free_throw_percentage","offensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","Home","Away","Neutral"
1,71,25,53,0.472,8,19,0.421,13,19,0.684,6,31,11,4,2,12,20,1,0,0
0,69,24,51,0.471,6,17,0.353,15,18,0.833,6,22,13,2,2,4,16,1,0,0
1,68,24,51,0.471,8,22,0.364,12,17,0.706,2,22,19,10,2,7,15,0,1,0
1,73,26,42,0.619,7,12,0.583,14,22,0.636,2,19,14,8,4,7,13,0,1,0
0,44,17,37,0.459,2,11,0.182,8,16,0.5,2,26,7,4,6,21,23,0,1,0
0,51,20,45,0.444,6,21,0.286,5,6,0.833,6,19,10,7,1,20,16,0,1,0
0,67,23,50,0.46,4,11,0.364,17,25,0.68,4,18,14,8,0,8,20,0,1,0
0,37,14,40,0.35,4,15,0.267,5,6,0.833,6,23,8,5,0,15,16,1,0,0
0,51,20,48,0.417,3,20,0.15,8,9,0.889,5,19,12,6,1,15,17,0,1,0
0,59,21,57,0.368,9,24,0.375,8,11,0.727,7,26,13,6,1,9,18,1,0,0
1,67,22,46,0.478,6,13,0.462,17,27,0.63,6,29,11,4,8,7,16,1,0,0
0,62,23,59,0.39,8,18,0.444,8,12,0.667,8,25,14,6,1,12,15,0,1,0
0,65,23,58,0.397,8,29,0.276,11,20,0.55,8,30,13,3,2,13,22,1,0,0
0,70,28,54,0.519,7,18,0.389,7,13,0.538,7,26,8,5,1,10,18,1,0,0
1,77,34,68,0.5,2,13,0.154,7,12,0.583,13,44,17,10,3,12,15,1,0,0
0,55,21,50,0.42,5,16,0.313,8,11,0.727,5,23,11,7,1,12,13,1,0,0
0,64,21,46,0.457,9,25,0.36,13,20,0.65,7,24,13,3,3,22,23,0,1,0
1,74,23,54,0.426,11,30,0.367,17,29,0.586,10,32,11,10,4,9,29,0,1,0
0,55,20,57,0.351,5,24,0.208,10,25,0.4,10,30,9,7,1,10,21,0,1,0
0,64,25,55,0.455,9,27,0.333,5,7,0.714,6,24,18,7,2,12,18,0,1,0
0,85,34,60,0.567,11,22,0.5,6,11,0.545,8,20,13,9,5,7,20,0,1,0
0,74,25,67,0.373,9,31,0.29,15,24,0.625,14,40,12,7,1,10,24,0,1,0
1,79,30,64,0.469,9,25,0.36,10,18,0.556,16,40,16,7,1,17,17,1,0,0
0,63,24,58,0.414,5,19,0.263,10,11,0.909,12,25,9,2,0,11,13,0,1,0
1,80,29,67,0.433,4,18,0.222,18,26,0.692,11,41,10,5,2,14,19,0,1,0
1,78,27,55,0.491,10,25,0.4,14,20,0.7,9,32,14,7,4,16,17,1,0,0
0,68,25,64,0.391,5,27,0.185,13,18,0.722,20,39,16,5,3,29,26,0,1,0
0,47,14,44,0.318,6,19,0.316,13,25,0.52,10,29,7,8,5,22,14,0,0,1
0,61,22,53,0.415,8,23,0.348,9,13,0.692,9,23,11,2,1,6,14,0,1,0
0,64,20,50,0.4,4,13,0.308,20,29,0.69,3,23,9,9,5,6,14,1,0,0
1,76,26,55,0.473,7,17,0.412,17,25,0.68,11,34,14,6,3,10,12,1,0,0
0,56,21,59,0.356,5,14,0.357,9,13,0.692,9,26,8,8,3,15,15,0,1,0
1,83,25,57,0.439,5,15,0.333,28,34,0.824,9,32,9,5,5,8,20,1,0,0
0,56,16,53,0.302,3,12,0.25,21,30,0.7,10,29,5,8,5,7,18,1,0,0
1,74,31,57,0.544,8,21,0.381,4,7,0.571,5,26,18,7,2,13,17,0,0,1
0,49,19,65,0.292,3,14,0.214,8,11,0.727,16,29,7,5,4,14,17,0,1,0
0,59,21,64,0.328,4,24,0.167,13,22,0.591,15,35,8,8,2,11,16,1,0,0
1,100,37,77,0.481,8,24,0.333,18,27,0.667,15,55,23,10,2,12,19,1,0,0
0,61,23,67,0.343,7,24,0.292,8,12,0.667,10,43,11,6,0,9,16,0,1,0
0,75,23,57,0.404,2,9,0.222,27,39,0.692,14,33,11,7,2,14,31,0,1,0
0,61,22,52,0.423,1,11,0.091,16,33,0.485,11,28,7,5,2,13,15,1,0,0
0,51,18,53,0.34,3,17,0.176,12,16,0.75,10,38,6,1,3,15,21,1,0,0
1,65,23,51,0.451,8,19,0.421,11,20,0.55,8,37,15,5,1,13,19,1,0,0
1,76,24,65,0.369,8,23,0.348,20,30,0.667,16,47,16,3,5,12,16,1,0,0
0,48,19,65,0.292,4,24,0.167,6,14,0.429,9,22,7,9,0,12,18,0,1,0
0,84,31,46,0.674,5,11,0.455,17,20,0.85,5,19,12,6,0,25,27,0,0,1
0,55,18,60,0.3,12,20,0.6,7,10,0.7,9,36,11,1,1,13,19,0,1,0
0,58,20,61,0.328,3,17,0.176,15,20,0.75,9,30,4,8,2,14,24,0,1,0
0,71,20,65,0.308,5,22,0.227,26,33,0.788,15,40,8,5,3,10,25,1,0,0
1,78,24,54,0.444,12,22,0.545,18,28,0.643,10,39,12,3,4,11,21,1,0,0
1,69,22,56,0.393,8,24,0.333,17,21,0.81,11,35,12,4,3,13,18,1,0,0
0,72,29,68,0.426,6,18,0.333,8,15,0.533,17,33,8,8,3,18,21,0,1,0
0,69,23,59,0.39,9,31,0.29,14,25,0.56,9,37,18,5,6,15,25,0,1,0
0,88,31,71,0.437,12,31,0.387,14,22,0.636,12,36,11,2,0,12,31,0,1,0
1,83,26,60,0.433,7,19,0.368,24,37,0.649,9,37,16,7,3,16,21,1,0,0
0,64,21,63,0.333,9,38,0.237,13,18,0.722,11,34,14,10,2,13,21,1,0,0
0,62,24,58,0.414,5,18,0.278,9,14,0.643,8,27,14,7,2,16,21,1,0,0
0,67,25,53,0.472,3,19,0.158,14,20,0.7,6,26,6,4,0,18,22,0,1,0
0,53,17,59,0.288,8,30,0.267,11,20,0.55,12,28,10,10,2,24,19,0,1,0
0,45,19,55,0.345,3,19,0.158,4,12,0.333,6,29,6,3,4,17,18,0,1,0
0,66,23,57,0.404,6,22,0.273,14,23,0.609,8,37,12,4,6,16,22,1,0,0
1,93,30,54,0.556,12,22,0.545,21,26,0.808,6,32,18,8,5,13,17,0,0,1
1,71,25,56,0.446,11,24,0.458,10,16,0.625,9,37,17,7,4,15,11,1,0,0
1,78,24,52,0.462,9,21,0.429,21,27,0.778,7,31,17,5,3,14,27,0,1,0
1,72,27,65,0.415,8,29,0.276,10,12,0.833,12,41,19,10,1,10,18,1,0,0
1,56,20,57,0.351,8,27,0.296,8,11,0.727,11,40,14,7,5,11,10,1,0,0
0,52,20,53,0.377,4,15,0.267,8,14,0.571,9,26,11,6,9,13,18,1,0,0
0,62,26,66,0.394,4,17,0.235,6,19,0.316,16,38,14,4,3,9,23,1,0,0
1,78,22,49,0.449,6,18,0.333,28,35,0.8,11,42,12,12,3,22,19,1,0,0
0,61,22,52,0.423,6,20,0.3,11,18,0.611,10,29,13,9,3,16,26,1,0,0
1,60,15,44,0.341,5,18,0.278,25,35,0.714,13,42,12,1,3,16,15,1,0,0
0,61,20,41,0.488,5,12,0.417,16,19,0.842,5,28,13,3,6,13,22,1,0,0
0,47,18,47,0.383,2,15,0.133,9,14,0.643,9,32,11,4,4,20,16,0,1,0
0,49,19,53,0.358,7,21,0.333,4,8,0.5,8,27,13,6,3,17,18,1,0,0
0,69,25,51,0.49,8,20,0.4,11,21,0.524,9,28,11,8,3,19,11,0,1,0
0,50,16,42,0.381,6,18,0.333,12,17,0.706,3,21,7,6,1,14,25,0,1,0
1,87,29,52,0.558,7,12,0.583,22,24,0.917,5,21,20,13,9,10,17,1,0,0
1,71,27,48,0.563,6,16,0.375,11,23,0.478,8,32,18,6,6,10,10,1,0,0
1,77,28,61,0.459,14,27,0.519,7,13,0.538,11,32,19,6,5,11,16,0,1,0
1,68,25,53,0.472,10,30,0.333,8,10,0.8,8,39,17,6,10,14,7,1,0,0
1,78,30,64,0.469,5,20,0.25,13,19,0.684,13,49,19,7,10,14,10,1,0,0
1,63,24,62,0.387,11,31,0.355,4,11,0.364,6,29,13,4,6,4,14,0,1,0
0,86,25,56,0.446,11,24,0.458,25,31,0.806,7,32,18,6,4,16,27,0,1,0
1,90,35,63,0.556,16,31,0.516,4,13,0.308,9,46,26,5,7,13,14,1,0,0
1,86,35,79,0.443,5,20,0.25,11,20,0.55,11,44,18,3,9,7,23,0,1,0
1,66,21,50,0.42,9,20,0.45,15,18,0.833,6,33,12,2,5,13,16,1,0,0
0,72,24,56,0.429,10,25,0.4,14,23,0.609,4,28,10,5,3,14,26,0,1,0
1,74,21,46,0.457,3,15,0.2,29,39,0.744,5,37,12,3,10,15,16,1,0,0
0,76,25,61,0.41,9,27,0.333,17,24,0.708,11,29,14,5,4,13,21,0,1,0
0,73,25,50,0.5,14,27,0.519,9,14,0.643,4,22,20,4,3,13,20,0,0,1
1,77,27,62,0.435,11,22,0.5,12,14,0.857,11,43,19,3,5,8,14,1,0,0
1,81,22,53,0.415,3,13,0.231,34,48,0.708,16,39,9,7,2,13,17,1,0,0
0,81,30,70,0.429,6,20,0.3,15,29,0.517,9,42,15,12,2,19,20,1,0,0
0,49,14,43,0.326,5,17,0.294,16,19,0.842,3,20,7,6,0,22,21,0,1,0
1,64,19,58,0.328,6,26,0.231,20,26,0.769,13,36,9,7,3,11,12,1,0,0
0,81,24,50,0.48,8,20,0.4,25,39,0.641,9,28,12,6,3,12,27,0,1,0
0,73,26,69,0.377,4,18,0.222,17,23,0.739,13,45,10,3,4,13,28,0,0,1
1,66,23,57,0.404,4,19,0.211,16,24,0.667,9,35,8,6,1,11,16,0,1,0
0,82,29,63,0.46,8,25,0.32,16,19,0.842,8,28,10,6,5,9,25,1,0,0
0,65,26,68,0.382,7,25,0.28,6,15,0.4,9,31,8,5,5,9,19,0,1,0
0,70,23,61,0.377,5,18,0.278,19,24,0.792,9,27,12,3,0,9,25,0,1,0
1,86,32,54,0.593,11,24,0.458,11,17,0.647,7,38,24,5,2,17,19,1,0,0
1,67,22,61,0.361,9,26,0.346,14,25,0.56,11,31,8,7,3,8,15,0,1,0
0,69,25,73,0.342,8,26,0.308,11,15,0.733,8,30,15,4,4,13,21,0,0,1
0,65,24,60,0.4,7,24,0.292,10,14,0.714,6,24,11,7,2,6,13,0,1,0
1,78,29,62,0.468,10,26,0.385,10,11,0.909,10,28,11,6,6,10,21,1,0,0
0,80,32,78,0.41,11,34,0.324,5,11,0.455,9,33,11,8,1,7,16,0,1,0
0,43,15,59,0.254,3,25,0.12,10,15,0.667,9,26,8,7,4,9,10,1,0,0
1,94,34,65,0.523,9,30,0.3,17,26,0.654,11,38,22,3,5,11,18,1,0,0
1,90,31,61,0.508,8,25,0.32,20,25,0.8,8,41,18,9,5,12,17,1,0,0
1,102,33,59,0.559,13,27,0.481,23,25,0.92,6,26,11,9,1,10,20,0,0,1
1,75,23,50,0.46,4,13,0.308,25,36,0.694,13,43,10,6,4,14,16,1,0,0
0,78,25,66,0.379,8,25,0.32,20,25,0.8,13,36,11,7,3,13,20,0,1,0
0,81,27,76,0.355,9,34,0.265,18,24,0.75,12,40,11,5,2,6,27,0,1,0
0,77,26,61,0.426,8,21,0.381,17,25,0.68,5,26,14,5,4,8,21,0,1,0
0,77,28,70,0.4,10,27,0.37,11,14,0.786,13,43,14,6,2,10,16,1,0,0
1,88,27,64,0.422,9,29,0.31,25,28,0.893,7,37,13,9,4,7,17,1,0,0
0,68,22,57,0.386,8,24,0.333,16,18,0.889,5,30,11,1,8,8,23,0,1,0
1,67,24,49,0.49,10,17,0.588,9,19,0.474,11,40,14,3,3,15,16,1,0,0
1,80,25,53,0.472,4,12,0.333,26,31,0.839,11,31,15,5,0,14,16,1,0,0
1,82,30,49,0.612,10,19,0.526,12,19,0.632,5,31,15,3,1,12,19,1,0,0
0,49,17,54,0.315,4,19,0.211,11,17,0.647,5,23,7,2,3,6,17,0,1,0
1,67,24,55,0.436,8,19,0.421,11,16,0.688,9,27,13,2,1,7,12,0,0,1
0,75,24,56,0.429,7,21,0.333,20,30,0.667,7,27,12,4,2,8,15,0,0,1
0,60,23,56,0.411,6,20,0.3,8,9,0.889,7,22,12,3,4,8,21,0,0,1
1,68,21,47,0.447,8,20,0.4,18,23,0.783,7,29,16,10,2,15,16,1,0,0
1,77,27,58,0.466,12,24,0.5,11,16,0.688,8,36,17,10,5,9,15,0,1,0
0,67,21,50,0.42,4,13,0.308,21,29,0.724,12,35,9,6,4,15,13,1,0,0
1,65,18,47,0.383,6,18,0.333,23,32,0.719,8,31,7,4,3,14,14,1,0,0
1,93,30,52,0.577,12,21,0.571,21,28,0.75,7,35,22,8,5,11,13,1,0,0
1,69,25,52,0.481,8,18,0.444,11,17,0.647,12,44,11,6,0,16,18,0,0,1
1,68,22,59,0.373,5,20,0.25,19,27,0.704,10,29,10,1,3,8,16,0,0,1
1,60,21,58,0.362,7,22,0.318,11,12,0.917,15,34,9,5,4,9,13,1,0,0
0,66,25,57,0.439,8,19,0.421,8,11,0.727,6,28,11,4,3,14,17,0,1,0
0,73,28,73,0.384,5,24,0.208,12,16,0.75,18,41,10,7,3,14,21,1,0,0
1,57,20,57,0.351,3,18,0.167,14,19,0.737,10,31,7,5,6,17,14,0,1,0
1,68,25,53,0.472,6,22,0.273,12,19,0.632,11,33,15,10,4,12,15,0,1,0
1,73,25,45,0.556,11,22,0.5,12,18,0.667,6,26,19,5,3,10,21,1,0,0
1,79,28,62,0.452,9,27,0.333,14,16,0.875,11,29,16,7,7,10,18,0,0,1
0,70,23,52,0.442,6,18,0.333,18,20,0.9,7,28,7,6,2,10,20,0,0,1
1,91,34,58,0.586,7,17,0.412,16,24,0.667,11,44,22,6,5,11,18,1,0,0
1,87,33,57,0.579,7,16,0.438,14,20,0.7,6,36,19,5,8,14,21,1,0,0
1,71,24,57,0.421,2,9,0.222,21,26,0.808,12,34,15,10,4,11,14,1,0,0
1,91,34,61,0.557,8,15,0.533,15,28,0.536,9,36,21,5,6,11,22,1,0,0
1,60,18,50,0.36,6,14,0.429,18,29,0.621,5,33,12,4,4,8,18,0,1,0
0,58,20,62,0.323,2,11,0.182,16,16,1,13,38,9,6,4,10,13,0,1,0
1,87,32,63,0.508,6,16,0.375,17,22,0.773,11,38,18,5,4,8,15,1,0,0
1,74,24,57,0.421,7,19,0.368,19,30,0.633,7,24,15,8,2,8,18,0,1,0
1,71,27,51,0.529,7,18,0.389,10,14,0.714,6,36,13,5,3,8,16,0,0,1
1,68,26,47,0.553,7,14,0.5,9,16,0.563,5,28,15,4,12,12,20,0,0,1
1,86,28,52,0.538,8,18,0.444,22,35,0.629,10,32,17,11,2,18,21,1,0,0
1,87,31,52,0.596,6,20,0.3,19,32,0.594,9,39,16,9,8,15,18,1,0,0
1,80,32,55,0.582,6,17,0.353,10,20,0.5,8,38,19,5,3,11,15,1,0,0
1,73,26,51,0.51,5,10,0.5,16,19,0.842,8,32,14,5,3,15,20,1,0,0
1,73,24,49,0.49,2,5,0.4,23,26,0.885,6,29,9,6,1,13,14,0,1,0
1,57,20,49,0.408,4,12,0.333,13,16,0.813,7,31,11,12,5,15,11,1,0,0
1,91,29,54,0.537,8,17,0.471,25,32,0.781,9,36,20,7,2,13,23,1,0,0
1,68,22,54,0.407,7,22,0.318,17,19,0.895,9,31,10,9,1,8,14,0,0,1
1,88,32,59,0.542,10,21,0.476,14,17,0.824,9,37,17,4,6,13,18,1,0,0
1,75,29,69,0.42,3,22,0.136,14,20,0.7,15,42,19,3,1,17,22,0,0,1
0,65,27,58,0.466,3,14,0.214,8,10,0.8,10,34,13,5,4,20,19,0,0,1
1,85,30,57,0.526,8,21,0.381,17,28,0.607,9,31,16,3,3,13,16,1,0,0
0,84,30,67,0.448,6,17,0.353,18,22,0.818,16,40,11,4,4,8,16,0,1,0
1,94,29,59,0.492,18,36,0.5,18,25,0.72,13,34,24,5,1,9,20,1,0,0
0,55,20,48,0.417,6,18,0.333,9,15,0.6,6,34,7,2,3,19,22,0,0,1
1,65,20,52,0.385,5,14,0.357,20,27,0.741,7,26,7,12,2,14,20,0,0,1
1,69,24,50,0.48,9,18,0.5,12,19,0.632,8,33,12,2,8,12,13,0,0,1
1,85,36,57,0.632,8,14,0.571,5,10,0.5,6,32,20,6,6,10,13,1,0,0
1,64,20,47,0.426,4,13,0.308,20,27,0.741,9,38,9,4,4,19,16,1,0,0
1,67,28,63,0.444,2,11,0.182,9,14,0.643,8,35,14,3,4,8,20,0,1,0
1,77,24,53,0.453,7,21,0.333,22,30,0.733,12,39,13,3,4,13,16,1,0,0
1,101,34,57,0.596,5,13,0.385,28,32,0.875,10,40,21,6,6,11,23,1,0,0
1,91,27,49,0.551,9,16,0.563,28,36,0.778,6,33,14,8,4,13,19,1,0,0
1,67,20,47,0.426,7,22,0.318,20,24,0.833,3,27,14,4,4,11,15,0,0,1
1,88,29,56,0.518,8,16,0.5,22,35,0.629,12,41,17,2,3,12,21,1,0,0
1,62,22,53,0.415,6,21,0.286,12,16,0.75,8,33,14,9,4,11,11,1,0,0
1,90,25,46,0.543,6,15,0.4,34,37,0.919,3,25,17,4,3,17,22,1,0,0
1,79,31,50,0.62,11,19,0.579,6,13,0.462,10,34,20,3,4,19,24,0,1,0
1,75,22,57,0.386,8,25,0.32,23,28,0.821,8,40,14,5,9,12,12,1,0,0
1,87,33,74,0.446,5,17,0.294,16,23,0.696,19,44,17,8,9,11,17,1,0,0
0,59,22,51,0.431,4,12,0.333,11,20,0.55,3,24,8,6,12,8,15,1,0,0
1,94,36,67,0.537,11,24,0.458,11,21,0.524,7,44,21,8,7,10,11,1,0,0
1,57,19,48,0.396,6,16,0.375,13,18,0.722,9,31,10,4,4,17,17,0,1,0
0,78,26,57,0.456,11,22,0.5,15,20,0.75,9,29,14,4,2,12,17,1,0,0
0,78,28,65,0.431,4,17,0.235,18,29,0.621,10,27,10,12,7,10,22,0,0,1
1,86,34,77,0.442,8,25,0.32,10,14,0.714,18,41,25,16,9,9,17,1,0,0
1,80,26,60,0.433,6,20,0.3,22,31,0.71,13,45,20,9,7,16,21,1,0,0
1,77,25,61,0.41,6,25,0.24,21,33,0.636,12,40,21,14,11,18,20,1,0,0
1,69,22,52,0.423,9,18,0.5,16,28,0.571,7,33,10,12,9,14,16,1,0,0
0,63,23,57,0.404,5,15,0.333,12,18,0.667,5,23,5,4,3,11,19,0,1,0
0,66,24,56,0.429,6,17,0.353,12,17,0.706,9,26,13,12,2,16,20,0,1,0
0,59,18,49,0.367,9,25,0.36,14,17,0.824,4,20,7,5,3,8,17,0,1,0
0,68,21,57,0.368,8,22,0.364,18,29,0.621,7,21,14,6,4,6,27,1,0,0
1,73,22,51,0.431,3,13,0.231,26,32,0.813,7,21,16,9,8,9,14,1,0,0
1,79,31,59,0.525,4,18,0.222,13,26,0.5,9,39,17,9,6,14,26,1,0,0
1,95,36,70,0.514,5,18,0.278,18,25,0.72,18,36,22,12,9,9,14,0,0,1
0,54,21,58,0.362,6,27,0.222,6,15,0.4,10,30,11,3,4,13,16,0,1,0
0,60,20,56,0.357,6,25,0.24,14,23,0.609,13,39,8,10,6,19,21,0,1,0
1,99,33,64,0.516,8,16,0.5,25,35,0.714,15,37,14,8,8,13,14,1,0,0
0,77,24,64,0.375,9,24,0.375,20,30,0.667,12,29,11,8,4,10,25,0,0,1
1,102,42,69,0.609,10,21,0.476,8,13,0.615,10,48,24,8,8,12,21,1,0,0
1,89,34,66,0.515,7,23,0.304,14,17,0.824,12,31,22,17,4,12,16,1,0,0
0,53,21,58,0.362,4,19,0.211,7,14,0.5,10,37,14,4,6,14,18,0,1,0
0,61,21,66,0.318,7,23,0.304,12,20,0.6,16,32,11,8,4,13,29,0,1,0
1,73,28,64,0.438,8,25,0.32,9,17,0.529,9,31,18,12,4,11,20,0,1,0
0,64,25,78,0.321,4,24,0.167,10,13,0.769,16,37,13,5,4,5,18,0,1,0
0,77,28,58,0.483,9,25,0.36,12,19,0.632,8,26,22,7,4,14,20,0,1,0
1,100,38,76,0.5,9,24,0.375,15,23,0.652,20,41,23,3,5,8,15,1,0,0
0,69,26,57,0.456,8,20,0.4,9,14,0.643,10,29,21,8,4,18,23,0,1,0
0,82,22,53,0.415,8,22,0.364,30,39,0.769,14,27,13,4,5,12,22,1,0,0
1,61,23,63,0.365,4,16,0.25,11,18,0.611,14,33,10,3,3,3,14,0,1,0
1,69,24,51,0.471,6,19,0.316,15,22,0.682,6,28,19,3,6,18,13,1,0,0
0,56,24,60,0.4,3,16,0.188,5,7,0.714,13,35,11,6,4,16,18,0,1,0
1,61,24,64,0.375,5,22,0.227,8,11,0.727,6,30,14,15,6,11,17,1,0,0
1,65,19,54,0.352,3,15,0.2,24,31,0.774,9,27,10,7,11,13,19,0,1,0
0,67,21,56,0.375,5,18,0.278,20,25,0.8,8,29,10,4,0,12,19,0,1,0
1,80,22,51,0.431,4,16,0.25,32,39,0.821,9,34,13,7,5,12,26,0,0,1
1,93,32,59,0.542,7,13,0.538,22,30,0.733,7,34,23,6,8,13,24,1,0,0
1,117,44,79,0.557,6,15,0.4,23,30,0.767,15,45,24,13,2,10,17,1,0,0
1,83,31,62,0.5,7,15,0.467,14,21,0.667,6,39,21,4,13,10,19,1,0,0
0,66,24,63,0.381,7,16,0.438,11,15,0.733,7,37,14,10,5,11,18,0,0,1
1,90,29,71,0.408,6,14,0.429,26,35,0.743,9,31,13,15,5,8,27,1,0,0
0,66,22,55,0.4,2,12,0.167,20,31,0.645,8,28,12,3,5,9,23,1,0,0
0,86,29,66,0.439,9,25,0.36,19,31,0.613,11,31,19,12,7,12,17,1,0,0
1,62,24,58,0.414,3,11,0.273,11,15,0.733,11,30,11,3,3,6,20,0,1,0
1,71,21,53,0.396,5,15,0.333,24,32,0.75,13,32,10,11,5,14,18,1,0,0
1,99,40,77,0.519,9,23,0.391,10,11,0.909,15,42,28,9,11,9,19,1,0,0
1,87,29,59,0.492,11,23,0.478,18,29,0.621,10,31,18,11,4,11,23,1,0,0
0,65,23,55,0.418,4,18,0.222,15,20,0.75,7,24,8,7,4,14,22,0,0,1
